33.00745,8829
33.01505,15855
33.02265,18756
33.03026,14499
33.03786,7833
33.04547,3448
33.05307,1178
33.06068,642
33.06829,376
33.0759,387
33.08351,399
33.09112,371
33.09873,164
33.10634,236
33.11395,237
33.12157,201
33.12918,243
33.1368,276
33.14442,158
33.15203,185
33.15965,203
33.16727,235
33.17489,300
33.18251,216
33.19013,235
33.19776,193
33.20538,313
33.213,294
33.22063,94
33.22826,97
33.23588,403
33.24351,350
33.25114,327
33.25877,186
33.2664,210
33.27403,130
33.28166,207
33.2893,199
33.29693,200
33.30457,269
33.3122,299
33.31984,199
33.32748,213
33.33512,150
33.34276,163
33.3504,144
33.35804,257
33.36568,213
33.37332,198
33.38097,343
33.38861,261
33.39626,250
33.4039,308
33.41155,294
33.4192,238
33.42685,156
33.4345,225
33.44215,193
33.4498,178
33.45745,198
33.46511,160
33.47276,65
33.48042,171
33.48807,122
33.49573,200
33.50339,157
33.51104,270
33.5187,210
33.52636,159
33.53403,234
33.54169,248
33.54935,195
33.55702,138
33.56468,102
33.57235,280
33.58001,201
33.58768,151
33.59535,114
33.60302,199
33.61069,219
33.61836,211
33.62603,137
33.6337,196
33.64138,197
33.64905,123
33.65673,121
33.6644,28
33.67208,194
33.67976,384
33.68744,252
33.69512,267
33.7028,214
33.71048,159
33.71816,173
33.72585,180
33.73353,177
33.74122,143
33.7489,157
33.75659,164
33.76428,214
33.77197,108
33.77965,184
33.78734,225
33.79504,145
33.80273,141
33.81042,177
33.81812,190
33.82581,218
33.83351,148
33.8412,265
33.8489,142
33.8566,78
33.8643,173
33.872,216
33.8797,147
33.8874,79
33.8951,148
33.90281,194
33.91051,157
33.91822,161
33.92592,171
33.93363,191
33.94134,230
33.94905,160
33.95676,164
33.96447,132
33.97218,250
33.97989,226
33.9876,183
33.99532,323
34.00303,262
34.01075,345
34.01846,669
34.02618,553
34.0339,357
34.04162,398
34.04934,277
34.05706,197
34.06478,90
34.07251,72
34.08023,122
34.08795,154
34.09568,302
34.10341,190
34.11113,238
34.11886,190
34.12659,154
34.13432,284
34.14205,266
34.14978,135
34.15752,69
34.16525,188
34.17298,280
34.18072,162
34.18845,144
34.19619,156
34.20393,201
34.21167,180
34.21941,165
34.22715,164
34.23489,99
34.24263,51
34.25037,157
34.25812,282
34.26586,214
34.27361,316
34.28136,164
34.2891,190
34.29685,117
34.3046,89
34.31235,85
34.3201,188
34.32785,308
34.33561,310
34.34336,213
34.35111,142
34.35887,143
34.36663,104
34.37438,148
34.38214,113
34.3899,183
34.39766,109
34.40542,185
34.41318,137
34.42094,268
34.42871,283
34.43647,103
34.44424,95
34.452,259
34.45977,208
34.46754,143
34.47531,101
34.48307,132
34.49084,78
34.49862,175
34.50639,139
34.51416,126
34.52193,79
34.52971,137
34.53749,150
34.54526,114
34.55304,137
34.56082,125
34.5686,102
34.57638,204
34.58416,201
34.59194,269
34.59972,175
34.6075,162
34.61529,165
34.62307,237
34.63086,190
34.63865,251
34.64644,144
34.65422,178
34.66201,114
34.6698,210
34.6776,140
34.68539,156
34.69318,80
34.70097,132
34.70877,154
34.71657,215
34.72436,162
34.73216,143
34.73996,142
34.74776,153
34.75556,229
34.76336,233
34.77116,132
34.77896,84
34.78677,104
34.79457,203
34.80238,216
34.81018,129
34.81799,180
34.8258,216
34.83361,182
34.84142,109
34.84923,196
34.85704,178
34.86485,114
34.87267,122
34.88048,96
34.88829,167
34.89611,197
34.90393,109
34.91174,225
34.91956,245
34.92738,139
34.9352,256
34.94302,100
34.95085,75
34.95867,104
34.96649,181
34.97432,228
34.98214,250
34.98997,165
34.9978,101
35.00563,114
35.01346,119
35.02129,181
35.02912,167
35.03695,87
35.04478,55
35.05261,169
35.06045,115
35.06828,225
35.07612,136
35.08396,75
35.09179,153
35.09963,146
35.10747,153
35.11531,116
35.12316,180
35.131,164
35.13884,138
35.14668,76
35.15453,127
35.16238,108
35.17022,150
35.17807,143
35.18592,176
35.19377,125
35.20162,177
35.20947,146
35.21732,134
35.22517,175
35.23303,182
35.24088,190
35.24874,57
35.25659,66
35.26445,137
35.27231,107
35.28017,176
35.28803,136
35.29589,70
35.30375,153
35.31161,115
35.31948,147
35.32734,221
35.33521,50
35.34307,136
35.35094,74
35.35881,169
35.36668,97
35.37454,187
35.38241,167
35.39029,117
35.39816,85
35.40603,116
35.41391,171
35.42178,122
35.42966,225
35.43753,145
35.44541,127
35.45329,97
35.46117,198
35.46905,158
35.47693,77
35.48481,97
35.49269,200
35.50058,197
35.50846,98
35.51635,62
35.52423,117
35.53212,135
35.54001,109
35.5479,166
35.55579,129
35.56368,181
35.57157,122
35.57946,120
35.58735,182
35.59525,119
35.60314,159
35.61104,211
35.61894,124
35.62683,142
35.63473,160
35.64263,161
35.65053,182
35.65843,65
35.66633,61
35.67424,71
35.68214,90
35.69005,100
35.69795,71
35.70586,261
35.71377,220
35.72167,146
35.72958,91
35.73749,83
35.7454,75
35.75331,86
35.76123,105
35.76914,40
35.77706,41
35.78497,96
35.79289,114
35.8008,61
35.80872,130
35.81664,148
35.82456,214
35.83248,205
35.8404,50
35.84832,132
35.85625,167
35.86417,147
35.8721,268
35.88002,86
35.88795,175
35.89588,200
35.9038,195
35.91173,133
35.91966,207
35.92759,183
35.93553,113
35.94346,70
35.95139,105
35.95933,111
35.96726,152
35.9752,105
35.98314,252
35.99107,903
35.99901,1562
36.00695,2490
36.01489,2864
36.02283,1772
36.03078,779
36.03872,539
36.04666,424
36.05461,308
36.06256,289
36.0705,395
36.07845,377
36.0864,269
36.09435,334
36.1023,440
36.11025,413
36.1182,199
36.12615,280
36.13411,384
36.14206,248
36.15002,104
36.15798,199
36.16593,254
36.17389,226
36.18185,151
36.18981,80
36.19777,94
36.20573,150
36.2137,107
36.22166,262
36.22962,170
36.23759,151
36.24555,156
36.25352,115
36.26149,140
36.26946,123
36.27743,168
36.2854,177
36.29337,158
36.30134,102
36.30932,100
36.31729,135
36.32526,157
36.33324,146
36.34122,128
36.34919,178
36.35717,196
36.36515,202
36.37313,175
36.38111,211
36.3891,176
36.39708,107
36.40506,113
36.41305,173
36.42103,127
36.42902,232
36.43701,314
36.44499,181
36.45298,184
36.46097,161
36.46896,119
36.47695,173
36.48495,191
36.49294,174
36.50093,332
36.50893,265
36.51693,275
36.52492,260
36.53292,184
36.54092,372
36.54892,256
36.55692,352
36.56492,341
36.57292,386
36.58093,331
36.58893,381
36.59693,370
36.60494,369
36.61295,351
36.62095,483
36.62896,297
36.63697,554
36.64498,582
36.65299,465
36.661,432
36.66902,533
36.67703,604
36.68504,463
36.69306,568
36.70108,604
36.70909,778
36.71711,546
36.72513,724
36.73315,767
36.74117,922
36.74919,961
36.75721,838
36.76524,1161
36.77326,1337
36.78129,1149
36.78931,1592
36.79734,1396
36.80537,1919
36.8134,1951
36.82142,2359
36.82945,2945
36.83749,2784
36.84552,3422
36.85355,3794
36.86158,3656
36.86962,3971
36.87765,4183
36.88569,4325
36.89373,4154
36.90177,5536
36.90981,5623
36.91785,6854
36.92589,8998
36.93393,12024
36.94197,22323
36.95001,58757
36.95806,199349
36.9661,678074
36.97415,1978794
36.9822,6111507
36.99024,21100000
36.99829,48300000
37.00634,75200000
37.01439,82300000
37.02244,70200000
37.0305,44600000
37.03855,17500000
37.0466,3492389
37.05466,404703
37.06271,77854
37.07077,83032
37.07883,81087
37.08689,35466
37.09495,14900
37.10301,8245
37.11107,4967
37.11913,3876
37.12719,3657
37.13525,3794
37.14332,2492
37.15138,1679
37.15945,1329
37.16752,873
37.17559,1010
37.18366,799
37.19172,934
37.1998,794
37.20787,625
37.21594,600
37.22401,664
37.23209,612
37.24016,514
37.24824,605
37.25631,761
37.26439,896
37.27247,1094
37.28055,1710
37.28863,2222
37.29671,2876
37.30479,3084
37.31288,2289
37.32096,1343
37.32905,824
37.33713,683
37.34522,475
37.3533,361
37.36139,326
37.36948,450
37.37757,432
37.38566,540
37.39375,507
37.40185,317
37.40994,276
37.41803,440
37.42613,448
37.43423,456
37.44232,453
37.45042,349
37.45852,363
37.46662,407
37.47472,483
37.48282,334
37.49092,287
37.49903,239
37.50713,194
37.51524,230
37.52334,232
37.53145,257
37.53956,228
37.54766,223
37.55577,189
37.56388,229
37.57199,204
37.58011,149
37.58822,250
37.59633,173
37.60445,233
37.61256,178
37.62068,199
37.6288,274
37.63691,246
37.64503,131
37.65315,75
37.66127,132
37.6694,56
37.67752,91
37.68564,89
37.69377,90
37.70189,145
37.71002,114
37.71814,143
37.72627,187
37.7344,155
37.74253,105
37.75066,144
37.75879,155
37.76692,111
37.77506,82
37.78319,93
37.79132,132
37.79946,72
37.8076,86
37.81573,158
37.82387,190
37.83201,205
37.84015,127
37.84829,162
37.85643,74
37.86458,127
37.87272,129
37.88087,109
37.88901,55
37.89716,58
37.9053,49
37.91345,150
37.9216,104
37.92975,203
37.9379,72
37.94605,133
37.9542,209
37.96236,181
37.97051,401
37.97867,984
37.98682,2055
37.99498,4595
38.00314,12305
38.0113,23085
38.01945,30643
38.02761,22662
38.03578,10745
38.04394,4547
38.0521,1621
38.06026,519
38.06843,203
38.07659,231
38.08476,336
38.09293,205
38.1011,221
38.10927,213
38.11744,158
38.12561,265
38.13378,270
38.14195,264
38.15012,205
38.1583,174
38.16647,212
38.17465,248
38.18283,284
38.191,199
38.19918,82
38.20736,93
38.21554,119
38.22372,83
38.23191,64
38.24009,52
38.24827,116
38.25646,112
38.26464,77
38.27283,94
38.28102,154
38.28921,55
38.29739,101
38.30558,71
38.31378,94
38.32197,50
38.33016,87
38.33835,70
38.34655,86
38.35474,46
38.36294,40
38.37114,93
38.37934,53
38.38753,144
38.39573,96
38.40393,43
38.41214,118
38.42034,179
38.42854,183
38.43675,109
38.44495,113
38.45316,137
38.46136,182
38.46957,121
38.47778,180
38.48599,170
38.4942,136
38.50241,202
38.51062,331
38.51884,300
38.52705,394
38.53526,265
38.54348,274
38.5517,203
38.55991,163
38.56813,265
38.57635,275
38.58457,263
38.59279,241
38.60101,147
38.60924,162
38.61746,202
38.62568,135
38.63391,85
38.64213,122
38.65036,128
38.65859,136
38.66682,167
38.67505,151
38.68328,138
38.69151,124
38.69974,88
38.70798,107
38.71621,73
38.72444,78
38.73268,38
38.74092,61
38.74915,108
38.75739,169
38.76563,232
38.77387,222
38.78211,105
38.79035,114
38.7986,228
38.80684,131
38.81509,254
38.82333,352
38.83158,275
38.83982,280
38.84807,181
38.85632,195
38.86457,149
38.87282,196
38.88107,154
38.88933,227
38.89758,127
38.90583,104
38.91409,145
38.92234,159
38.9306,177
38.93886,236
38.94712,183
38.95538,483
38.96364,971
38.9719,2725
38.98016,5387
38.98842,12268
38.99669,35272
39.00495,88373
39.01322,136716
39.02148,129207
39.02975,75425
39.03802,33139
39.04629,11403
39.05456,4144
39.06283,1550
39.0711,781
39.07937,429
39.08765,255
39.09592,288
39.1042,139
39.11247,276
39.12075,210
39.12903,163
39.13731,167
39.14559,243
39.15387,109
39.16215,123
39.17043,89
39.17871,49
39.187,75
39.19528,84
39.20357,47
39.21186,83
39.22014,40
39.22843,113
39.23672,86
39.24501,86
39.2533,89
39.26159,117
39.26989,48
39.27818,30
39.28648,108
39.29477,97
39.30307,79
39.31136,63
39.31966,53
39.32796,88
39.33626,77
39.34456,84
39.35286,66
39.36117,62
39.36947,81
39.37777,43
39.38608,83
39.39439,56
39.40269,73
39.411,150
39.41931,54
39.42762,43
39.43593,106
39.44424,134
39.45255,48
39.46087,20
39.46918,32
39.47749,47
39.48581,113
39.49413,83
39.50244,53
39.51076,9
39.51908,92
39.5274,47
39.53572,92
39.54404,95
39.55237,66
39.56069,50
39.56901,12
39.57734,85
39.58567,93
39.59399,37
39.60232,60
39.61065,52
39.61898,78
39.62731,95
39.63564,55
39.64397,5
39.65231,71
39.66064,75
39.66898,132
39.67731,39
39.68565,14
39.69399,59
39.70233,44
39.71066,57
39.719,79
39.72735,94
39.73569,78
39.74403,69
39.75237,79
39.76072,72
39.76907,45
39.77741,84
39.78576,42
39.79411,95
39.80246,77
39.81081,74
39.81916,58
39.82751,54
39.83586,33
39.84421,36
39.85257,39
39.86092,39
39.86928,77
39.87764,20
39.88599,69
39.89435,51
39.90271,140
39.91107,115
39.91943,53
39.9278,5
39.93616,44
39.94452,43
39.95289,53
39.96125,86
39.96962,127
39.97799,133
39.98636,146
39.99473,155
40.0031,488
40.01147,475
40.01984,474
40.02821,253
40.03659,277
40.04496,166
40.05334,57
40.06171,67
40.07009,58
40.07847,104
40.08685,80
40.09523,42
40.10361,34
40.11199,94
40.12037,92
40.12875,112
40.13714,57
40.14552,77
40.15391,141
40.1623,60
40.17068,31
40.17907,56
40.18746,57
40.19585,67
40.20424,66
40.21264,64
40.22103,59
40.22942,58
40.23782,46
40.24621,89
40.25461,81
40.26301,60
40.2714,37
40.2798,24
40.2882,49
40.2966,65
40.30501,57
40.31341,121
40.32181,51
40.33022,67
40.33862,102
40.34703,89
40.35543,124
40.36384,100
40.37225,36
40.38066,63
40.38907,59
40.39748,64
40.4059,75
40.41431,52
40.42272,40
40.43114,37
40.43955,7
40.44797,36
40.45639,120
40.46481,47
40.47323,88
40.48165,15
40.49007,27
40.49849,59
40.50691,21
40.51533,47
40.52376,97
40.53218,78
40.54061,84
40.54904,72
40.55747,57
40.5659,98
