40.57433,71
40.58276,81
40.59119,48
40.59962,83
40.60805,103
40.61649,63
40.62492,31
40.63336,39
40.6418,38
40.65023,39
40.65867,136
40.66711,208
40.67555,112
40.68399,213
40.69244,124
40.70088,34
40.70932,23
40.71777,29
40.72621,83
40.73466,87
40.74311,127
40.75155,82
40.76,44
40.76845,100
40.7769,20
40.78536,27
40.79381,42
40.80226,84
40.81072,26
40.81917,43
40.82763,65
40.83609,29
40.84454,68
40.853,65
40.86146,25
40.86992,51
40.87838,54
40.88685,62
40.89531,45
40.90377,36
40.91224,57
40.92071,61
40.92917,70
40.93764,73
40.94611,70
40.95458,167
40.96305,181
40.97152,219
40.97999,754
40.98846,1218
40.99694,2780
41.00541,8060
41.01389,15478
41.02236,19532
41.03084,14276
41.03932,7455
